iter (20241226_145553),psnr
iter (20241226_230821),psnr
1000,20.587748413491795
2000,21.369539421043086
3000,21.937403373736938
4000,22.220344056980654
5000,22.282213571776214
6000,22.00386450854876
7000,23.10406509349963
8000,21.936856615602743
9000,22.81023805880267
10000,23.540980271215844
11000,23.092435606407374
12000,23.345511978623097
13000,23.54428723637708
14000,23.428146119226575
15000,23.915009678086015
16000,23.8083092261631
17000,22.523732247516573
18000,23.808504527520196
19000,23.49402973967017
20000,23.695254116121983
21000,23.808729554088217
22000,24.290690704036933
23000,23.653667186822542
24000,24.00702917275893
25000,23.556743965005396
26000,23.495607107835337
27000,23.85824884414028
28000,23.406566731247313
29000,24.361151315651572
30000,24.249593313659055
31000,24.547171966633282
32000,24.12120284747656
33000,24.244552919555957
34000,24.39386355990786
35000,24.36593878229568
36000,25.02498745221744
37000,24.468439208751327
38000,24.203743404807415
39000,24.278745838633686
40000,24.63747043797046
41000,24.63333445593703
42000,24.567978800511646
43000,24.4305668768473
44000,24.592615182918237
45000,24.8076179902776
46000,24.548715572583088
47000,25.37511101247518
48000,24.393651356918575
49000,25.067450195005936
50000,24.368293857629894
51000,25.06268448748913
52000,25.433354966482554
53000,25.38709740742265
54000,24.532810382910363
55000,24.91606314138044
56000,23.644771540460948
57000,25.17211770133658
58000,24.899627895901798
59000,24.75761385234853
60000,24.878244699168093
61000,25.528529729157004
62000,25.146197829081533
63000,25.25794796984157
64000,25.146299374300167
65000,24.44495449047149
66000,25.272232305600046
67000,25.477358071147037
68000,24.829214153118752
69000,24.803355246821766
70000,24.629811168471388
71000,24.994920122312962
72000,25.102414338950016
73000,25.187501473288123
74000,25.523798313090857
75000,25.27185725393745
76000,25.398518587820227
77000,25.213756194538323
78000,25.77728577804572
79000,25.642747392663086
80000,25.930957635673522
81000,25.549923905020368
82000,25.59575195108816
83000,25.159251480043167
84000,25.58466781400486
85000,25.40528184684362
86000,25.517638422300482
87000,25.001762467235846
88000,25.65484844188064
89000,24.96572311029262
90000,25.04921149234609
91000,26.027152104845353
92000,25.872099376472626
93000,25.52014939698898
94000,25.562660964545934
95000,25.668487295254927
96000,25.692352384568338
97000,25.786689723950662
98000,25.87187286484894
99000,25.5892375697005
100000,25.522970999717245
101000,25.55690841543534
102000,25.72243879982844
103000,25.527394217932947
104000,25.834636222331852
105000,25.85602533678379
106000,25.836528503730666
107000,26.21373386723971
108000,25.644058394852376
109000,25.82677439608236
110000,25.735059358807604
111000,25.960687806493315
112000,25.879797080435328
113000,25.617389345508784
114000,25.67067708485155
115000,25.481177772660615
116000,25.371817415932977
117000,26.03404323965481
118000,25.658203507587913
119000,25.870519223550083
120000,25.692245765897777
121000,25.811003747038313
122000,25.90047451108444
123000,26.019532655985348
124000,26.267898501200133
125000,25.726156330388186
126000,26.17816984655582
127000,26.083076846700884
128000,25.85782328644463
129000,26.209658819039
130000,26.099754485199245
131000,25.788687210776352
132000,25.95337775051286
133000,26.16437466124989
134000,25.972501380980738
135000,26.24215641035191
136000,26.070620014804557
137000,26.11088452435417
138000,26.053786643337556
139000,26.064387708562027
140000,26.279219241778154
141000,26.262126668024553
142000,26.032446875534426
143000,26.23539805354773
144000,26.16292117827869
145000,26.394935334536154
146000,26.15647808302266
147000,26.524277493600206
148000,26.32199378994548
149000,26.20299185492843
150000,26.335812857085266
151000,26.078119626033093
152000,25.931061322167867
153000,25.985620664045324
154000,26.265854227685544
155000,26.271051032836894
156000,25.938949623869618
157000,26.22882018464243
158000,26.10420186704117
159000,26.150550241115788
160000,26.33636037238953
161000,26.069324957689716
162000,26.06658945496663
163000,26.02937841174879
164000,26.14293500516953
165000,25.91216819206928
166000,26.15129074179504
167000,26.204623950129463
168000,26.131962973683287
169000,26.310739723902774
170000,26.069715119060906
171000,26.177384936903337
172000,26.218254157159667
173000,26.27915076711176
174000,26.161504156199662
175000,26.12342805490704
176000,26.210905389284996
177000,26.06996486564541
178000,26.167226243775254
179000,26.075679180465357
180000,26.11623735079404
181000,26.17059325790295
182000,26.309137729906496
183000,26.231080273855586
184000,26.170888493231168
185000,26.218211714863298
186000,26.194148545829844
187000,26.259054694170068
188000,26.24966946424898
189000,26.13716283028092
190000,26.238055089441005
191000,26.069551197574807
192000,26.165492351408346
193000,26.191700339138215
194000,26.26999759745671
195000,26.293336516358686
196000,26.226842076057043
197000,26.150544274196164
198000,26.167595512818988
199000,26.1513559995956
200000,26.1510591878065
